trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
13420020,83,1,OUTBOUND-WHARTON SQ VIA OAKLAND,,0,192433702,shp-83-51,1,1
4628020,60,1,OUTBOUND-WALNUT-CRAWFORD VILLAGE,,0,192418602,shp-60-01,1,1
6384070,71A,2,OUTBOUND-HIGHLAND PARK,,0,192668407,shp-71A-53,1,1
12473020,56,1,OUTBOUND-PENN STATE MCKEESPORT,,0,192438802,shp-56-01,1,1
8504020,P68,1,INBOUND-DOWNTOWN,,1,192610402,shp-P68-17,1,1
6937080,88,3,INBOUND-DOWNTOWN,,1,192920808,shp-88-09,1,1
9694080,48,3,INBOUND-DOWNTOWN,,1,192883308,shp-48-07,1,1
1937020,1,1,INBOUND-DOWNTOWN,,1,193153302,shp-1-10,1,1
10738020,8,1,OUTBOUND-WEST VIEW,,0,193159602,shp-8-63,1,1
13666010,61A,4,OUTBOUND-NORTH BRADDOCK VIA OAKLAND-SQ HILL,,0,192499801,shp-61A-51,1,1
9551070,12,2,INBOUND-DOWNTOWN,,1,193305307,shp-12-01,1,1
9535070,24,2,INBOUND-DOWNTOWN,,1,192739107,shp-24-01,1,1
239080,74,3,INBOUND-EAST LIBERTY,,1,192912608,shp-74-02,1,1
10570020,43,1,INBOUND-DOWNTOWN,,1,192723202,shp-43-07,1,1
2416010,40,4,OUTBOUND-MOUNT WASHINGTON,,0,193277201,shp-40-55,1,1
5731020,51,1,INBOUND-DOWNTOWN,,1,192432902,shp-51-01,1,1
10105020,24,1,INBOUND-DOWNTOWN,,1,192717702,shp-24-01,1,1
10436020,61D,1,OUTBOUND-WATERFRONT VIA SQUIRREL HILL,,0,192451102,shp-61D-51,1,1
38080,15,3,OUTBOUND-NORTH VIEW HEIGHTS - SUMMER HILL,,0,193290408,shp-15-51,1,1
13133010,75,4,INBOUND-SOUTH SIDE WORKS VIA OAKLAND,,1,192695001,shp-75-02,1,1
8368070,71C,2,INBOUND-OAKLAND,,1,192664407,shp-71C-08,1,1
736010,56,4,INBOUND-DOWNTOWN,,1,192492001,shp-56-13,1,1
8080020,71C,1,INBOUND-OAKLAND,,1,192618802,shp-71C-08,1,1
1068070,61A,2,OUTBOUND-NORTH BRADDOCK VIA OAKLAND-SQ HILL,,0,192477807,shp-61A-51,1,1
13633020,13,1,INBOUND-DOWNTOWN,,1,193129102,shp-13-15,1,1
7103010,61B,4,INBOUND-DOWNTOWN,,1,192490501,shp-61B-01,1,1
4655010,71C,4,INBOUND-OAKLAND,,1,192693001,shp-71C-08,1,1
11026020,G3,1,OUTBOUND-MOON FLYER,,0,192710902,shp-G3-57,1,1
8502020,51,1,INBOUND-DOWNTOWN,,1,192439302,shp-51-01,1,1
1785080,2,3,INBOUND-DOWNTOWN VIA MILLVALE,,1,193286008,shp-2-02,1,1
7882020,2,1,INBOUND-DOWNTOWN VIA MILLVALE,,1,193129402,shp-2-01,1,1
13616070,75,2,INBOUND-SOUTH SIDE WORKS VIA OAKLAND,,1,192673207,shp-75-02,1,1
929020,21,1,INBOUND-DOWNTOWN,,1,192714602,shp-21-14,1,1
10597020,27,1,OUTBOUND-CRAFTON-INGRAM SHOPPING CENTER,,0,192719702,shp-27-51,1,1
12727020,71B,1,INBOUND-DOWNTOWN,,1,192644102,shp-71B-02,1,1
14047020,67,1,INBOUND-DOWNTOWN VIA OAKLAND-SQ HILL,,1,192630402,shp-67-04,1,1
2218070,61A,2,INBOUND-DOWNTOWN,,1,192475507,shp-61A-01,1,1
13362010,13,4,INBOUND-DOWNTOWN,,1,193275301,shp-13-15,1,1
8824020,44,1,OUTBOUND-NORTH BALDWIN,,0,192724802,shp-44-17,1,1
6188020,16,1,OUTBOUND-AVALON LOOP,,0,193169702,shp-16-56,1,1
10726010,51,4,OUTBOUND-BRENTWOOD LOOP ,,0,192486701,shp-51-70,1,1
9520020,P76,1,INBOUND-DOWNTOWN,,1,192418802,shp-P76-23,1,1
7771010,71B,4,INBOUND-DOWNTOWN,,1,192683001,shp-71B-02,1,1
10087010,11,4,OUTBOUND-DOWNTOWN,,0,193264001,shp-11-01,1,1
5074020,P1,1,INBOUND-DOWNTOWN,,1,192616202,shp-P1-09,1,1
4338020,13,1,OUTBOUND-WEST VIEW,,0,193128902,shp-13-70,1,1
10671020,77,1,INBOUND-DOWNTOWN,,1,192622802,shp-77-01,1,1
3941070,G2,2,INBOUND-DOWNTOWN,,1,192740007,shp-G2-04,1,1
3089010,12,4,INBOUND-DOWNTOWN,,1,193272801,shp-12-01,1,1
8773020,12,1,OUTBOUND-DOWNTOWN,,0,193164002,shp-12-52,1,1
5069070,59,2,INBOUND-CENTURY III,,1,192463307,shp-59-01,1,1
10794080,82,3,OUTBOUND-LINCOLN,,0,192919308,shp-82-59,1,1
6178010,61B,4,INBOUND-DOWNTOWN,,1,192498401,shp-61B-02,1,1
9708020,61C,1,INBOUND-PITTSBURGH VIA OAKLAND,,1,192449302,shp-61C-01,1,1
9013020,17,1,OUTBOUND-SHADELAND,,0,193169902,shp-17-10,1,1
10051070,58,2,INBOUND-DOWNTOWN,,1,192666707,shp-58-01,1,1
3475020,40,1,INBOUND-DOWNTOWN,,1,193168702,shp-40-07,1,1
8652020,P7,1,OUTBOUND-MCKEESPORT,,0,192420302,shp-P7-10,1,1
6943010,P1,4,INBOUND-DOWNTOWN,,1,192681801,shp-P1-09,1,1
779070,14,2,OUTBOUND-AMBRIDGE,,0,193310207,shp-14-01,1,1
13775010,57,4,OUTBOUND-WATERFRONT,,0,192496901,shp-57-51,1,1
7246020,22,1,INBOUND-DOWNTOWN,,1,192707402,shp-22-06,1,1
6435080,61C,3,INBOUND-PITTSBURGH VIA OAKLAND,,1,192787808,shp-61C-01,1,1
2049020,P12,1,INBOUND-DOWNTOWN,,1,192633202,shp-P12-14,1,1
7155080,27,3,INBOUND-DOWNTOWN,,1,192883808,shp-27-01,1,1
1321080,P1,3,INBOUND-DOWNTOWN,,1,192923608,shp-P1-09,1,1
12881070,Y46,2,OUTBOUND-ELIZABETH ,,0,192483407,shp-Y46-54,1,1
3445010,13,4,OUTBOUND-WEST VIEW,,0,193275001,shp-13-70,1,1
741080,22,3,INBOUND-DOWNTOWN,,1,192880508,shp-22-06,1,1
13023070,64,2,INBOUND-LAWRENCEVILLE VIA SQ HILL-SHADYSIDE-BLOOMFIELD,,1,192457507,shp-64-01,1,1
3360020,2,1,INBOUND-DOWNTOWN VIA MILLVALE,,1,193129302,shp-2-01,1,1
11087020,71D,1,INBOUND-OAKLAND,,1,192648002,shp-71D-07,1,1
13637020,61C,1,OUTBOUND-HOMESTEAD VIA OAKLAND,,0,192440602,shp-61C-51,1,1
14148070,64,2,OUTBOUND-WATERFRONT,,0,192465707,shp-64-51,1,1
11608020,83,1,OUTBOUND-WHARTON SQ VIA OAKLAND,,0,192419302,shp-83-51,1,1
3905080,48,3,OUTBOUND-SOUTH HILLS JUNCTION,,0,192879908,shp-48-56,1,1
8341070,6,2,OUTBOUND-NORTHVIEW HEIGHTS,,0,193313407,shp-6-09,1,1
5298080,67,3,INBOUND-DOWNTOWN,,1,192926108,shp-67-03,1,1
5026010,15,4,OUTBOUND-NORTH VIEW HEIGHTS - SUMMER HILL,,0,193263101,shp-15-51,1,1
13220020,79,1,INBOUND-LINCOLN LOOP,,1,192616902,shp-79-18,1,1
7252020,39,1,INBOUND-DOWNTOWN,,1,192704902,shp-39-10,1,1
11472020,P1,1,INBOUND-DOWNTOWN,,1,192616202,shp-P1-09,1,1
14123020,71B,1,INBOUND-DOWNTOWN,,1,192643902,shp-71B-02,1,1
1101010,71A,4,INBOUND-OAKLAND,,1,192690701,shp-71A-07,1,1
8953020,54,1,INBOUND-ALLEGHENY CENTER VIA PENN AVE,,1,193161002,shp-54-03,1,1
2961070,87,2,OUTBOUND-LAWRENCEVILLE SHOPPING CENTER,,0,192677607,shp-87-51,1,1
5843010,82,4,INBOUND-DOWNTOWN,,1,192696701,shp-82-11,1,1
9293010,71B,4,OUTBOUND-HIGHLAND PARK,,0,192686301,shp-71B-51,1,1
11708080,61C,3,OUTBOUND-HOMESTEAD VIA OAKLAND,,0,192793208,shp-61C-51,1,1
13735020,16,1,INBOUND-DOWNTOWN,,1,193167802,shp-16-13,1,1
4104080,Y46,3,OUTBOUND-ELIZABETH ,,0,192776008,shp-Y46-54,1,1
12458020,91,1,OUTBOUND-VA HOSPITAL-ASPINWALL,,0,193155302,shp-91-68,1,1
2725080,P1,3,INBOUND-DOWNTOWN,,1,192923608,shp-P1-09,1,1
10528020,18,1,OUTBOUND-Manchester,,0,193137902,shp-18-53,1,1
706080,61D,3,OUTBOUND-WATERFRONT VIA SQUIRREL HILL,,0,192786808,shp-61D-51,1,1
2985020,87,1,INBOUND-DOWNTOWN VIA STRIP DISTRICT,,1,192623802,shp-87-01,1,1
11581070,22,2,OUTBOUND-KENNEDY CENTER,,0,192733507,shp-22-54,1,1
8587080,G2,3,OUTBOUND-CARNEGIE,,0,192886608,shp-G2-53,1,1
6463070,8,2,OUTBOUND-WEST VIEW,,0,193305807,shp-8-62,1,1
1918080,Y49,3,OUTBOUND-CENTURY SQUARE,,0,192782008,shp-Y49-52,1,1
11941020,8,1,INBOUND-DOWNTOWN,,1,193160902,shp-8-08,1,1
3558020,61A,1,INBOUND-DOWNTOWN,,1,192449402,shp-61A-01,1,1
7835080,61A,3,OUTBOUND-BRADDOCK HILLS SHOPPING CENTER,,0,192791608,shp-61A-52,1,1
10255080,57,3,OUTBOUND-WATERFRONT,,0,192778008,shp-57-51,1,1
10624010,8,4,OUTBOUND-WEST VIEW,,0,193268901,shp-8-62,1,1
9685010,71D,4,INBOUND-OAKLAND,,1,192683101,shp-71D-07,1,1
13512010,58,4,OUTBOUND-OAKLAND,,0,192688601,shp-58-51,1,1
12139020,74,1,INBOUND-EAST LIBERTY,,1,192649702,shp-74-01,1,1
2544020,17,1,INBOUND-Downtown,,1,193170102,shp-17-09,1,1
529070,28X,2,INBOUND-DOWNTOWN,,1,192661907,shp-28X-01,1,1
843020,16,1,INBOUND-DOWNTOWN,,1,193169702,shp-16-13,1,1
7132070,27,2,OUTBOUND-CRAFTON-INGRAM SHOPPING CENTER,,0,192735907,shp-27-51,1,1
5724010,Y49,4,OUTBOUND-CCAC SOUTH,,0,192503901,shp-Y49-51,1,1
7551070,13,2,INBOUND-DOWNTOWN,,1,193308807,shp-13-15,1,1
13321020,91,1,OUTBOUND-RIDC PARK VIA WATERWORKS,,0,193173902,shp-91-66,1,1
1847020,71A,1,OUTBOUND-HIGHLAND PARK,,0,192642802,shp-71A-53,1,1
4788020,55,1,INBOUND-NORTH VERSAILLES,,1,192436602,shp-55-01,1,1
6290020,61A,1,INBOUND-DOWNTOWN,,1,192443202,shp-61A-01,1,1
1046020,24,1,INBOUND-DOWNTOWN,,1,192716402,shp-24-01,1,1
11970020,Y49,1,INBOUND-DOWNTOWN,,1,192451002,shp-Y49-09,1,1
9771020,48,1,OUTBOUND-SOUTH HILLS JUNCTION,,0,192720902,shp-48-56,1,1
1278020,71C,1,INBOUND-OAKLAND,,1,192647402,shp-71C-08,1,1
5025010,57,4,INBOUND-DOWNTOWN,,1,192497301,shp-57-01,1,1
11459080,61A,3,INBOUND-DOWNTOWN,,1,192792408,shp-61A-01,1,1
13898010,8,4,INBOUND-DOWNTOWN,,1,193271501,shp-8-08,1,1
14044070,61C,2,INBOUND-PITTSBURGH VIA OAKLAND,,1,192459907,shp-61C-01,1,1
9058020,20,1,INBOUND-DOWNTOWN,,1,192712302,shp-20-01,1,1
5436070,15,2,OUTBOUND-NORTH VIEW HEIGHTS - SUMMER HILL,,0,193313207,shp-15-51,1,1
12818020,81,1,OUTBOUND-WHARTON SQUARE VIA OAKLAND,,0,192452902,shp-81-51,1,1
2894080,55,3,INBOUND-NORTH VERSAILLES,,1,192775708,shp-55-01,1,1
12831070,1,2,OUTBOUND-TARENTUM,,0,193301307,shp-1-63,1,1
2161020,16,1,INBOUND-DOWNTOWN,,1,193167202,shp-16-13,1,1
10723080,Y46,3,INBOUND-DOWNTOWN,,1,192786408,shp-Y46-11,1,1
4334070,14,2,INBOUND-ALLEGHENY STATION,,1,193310507,shp-14-07,1,1
11444010,28X,4,INBOUND-DOWNTOWN,,1,192686801,shp-28X-01,1,1
10485020,61B,1,OUTBOUND-BRADDOCK HILLS SHOPPING CENTER,,0,192445502,shp-61B-51,1,1
8985020,O12,1,INBOUND-DOWNTOWN,,1,193137102,shp-O12-10,1,1
3232020,59,1,OUTBOUND-NORTH VERSAILLES,,0,192427802,shp-59-51,1,1
10076020,38,1,INBOUND-DOWNTOWN,,1,192709102,shp-38-02,1,1
9947020,51,1,INBOUND-DOWNTOWN,,1,192442402,shp-51-01,1,1
9177010,55,4,INBOUND-NORTH VERSAILLES,,1,192494801,shp-55-01,1,1
11127010,61C,4,INBOUND-PITTSBURGH VIA OAKLAND,,1,192497501,shp-61C-01,1,1
331010,16,4,INBOUND-DOWNTOWN,,1,193269901,shp-16-13,1,1
10579020,61C,1,INBOUND-PITTSBURGH VIA OAKLAND,,1,192420902,shp-61C-01,1,1
5371020,64,1,INBOUND-LAWRENCEVILLE VIA SQ HILL-SHADYSIDE-BLOOMFIELD,,1,192451802,shp-64-01,1,1
8359020,15,1,INBOUND-DOWNTOWN,,1,193159102,shp-15-01,1,1
11003080,56,3,OUTBOUND-PENN STATE MCKEESPORT,,0,192785108,shp-56-01,1,1
431010,61D,4,OUTBOUND-WATERFRONT VIA SQUIRREL HILL,,0,192489101,shp-61D-51,1,1
8061070,Y47,2,INBOUND-DOWNTOWN,,1,192483607,shp-Y47-08,1,1
4277070,P68,2,INBOUND-DOWNTOWN,,1,192656707,shp-P68-18,1,1
7356020,71D,1,INBOUND-OAKLAND,,1,192646502,shp-71D-07,1,1
11486080,61A,3,INBOUND-DOWNTOWN,,1,192790308,shp-61A-01,1,1
9734010,91,4,INBOUND-DOWNTOWN VIA STRIP DISTRICT,,1,193265401,shp-91-23,1,1
15020,12,1,INBOUND-DOWNTOWN,,1,193156302,shp-12-02,1,1
4407080,77,3,INBOUND-DOWNTOWN,,1,192925008,shp-77-29,1,1
1192010,82,4,OUTBOUND-LINCOLN,,0,192696701,shp-82-59,1,1
536080,61D,3,INBOUND-OAKLAND,,1,192792308,shp-61D-01,1,1
8585010,89,4,OUTBOUND-PENN AND ATLANTIC,,0,192698701,shp-89-51,1,1
13176070,31,2,OUTBOUND-BRIDGEVILLE,,0,192730807,shp-31-51,1,1
10370080,77,3,INBOUND-DOWNTOWN,,1,192918308,shp-77-29,1,1
12217070,55,2,OUTBOUND-WEST MIFFLIN,,0,192466507,shp-55-55,1,1
8049070,57,2,OUTBOUND-WATERFRONT,,0,192472007,shp-57-51,1,1
12661020,6,1,OUTBOUND-NORTHVIEW HEIGHTS,,0,193167002,shp-6-09,1,1
5533020,61B,1,OUTBOUND-BRADDOCK HILLS SHOPPING CENTER,,0,192423202,shp-61B-51,1,1
9562080,4,3,INBOUND-DOWNTOWN,,1,193279908,shp-4-01,1,1
12654020,88,1,INBOUND-DOWNTOWN,,1,192655902,shp-88-09,1,1
878070,71C,2,INBOUND-OAKLAND,,1,192664407,shp-71C-08,1,1
10853020,69,1,OUTBOUND-FORBES HOSPITAL,,0,192625702,shp-69-51,1,1
5062010,86,4,INBOUND-DOWNTOWN,,1,192689001,shp-86-08,1,1
1446020,27,1,INBOUND-DOWNTOWN,,1,192704302,shp-27-01,1,1
3931070,16,2,INBOUND-DOWNTOWN,,1,193311907,shp-16-13,1,1
11872010,89,4,INBOUND-EAST LIBERTY,,1,192698701,shp-89-06,1,1
4912020,24,1,INBOUND-DOWNTOWN,,1,192717502,shp-24-01,1,1
3570070,38,2,INBOUND-DOWNTOWN,,1,192730607,shp-38-01,1,1
676020,48,1,OUTBOUND-SOUTH HILLS JUNCTION,,0,192725502,shp-48-56,1,1
13942080,75,3,OUTBOUND-WATERWORKS,,0,192917908,shp-75-25,1,1
9227020,91,1,INBOUND-DOWNTOWN VIA STRIP DISTRICT,,1,193173302,shp-91-23,1,1
6363070,43,2,INBOUND-DOWNTOWN,,1,192740307,shp-43-07,1,1
13581010,28X,4,INBOUND-DOWNTOWN,,1,192680201,shp-28X-01,1,1
7273010,48,4,INBOUND-DOWNTOWN,,1,192751801,shp-48-07,1,1
7602020,P1,1,INBOUND-DOWNTOWN,,1,192611202,shp-P1-09,1,1
8480070,61C,2,OUTBOUND-HOMESTEAD VIA OAKLAND,,0,192478507,shp-61C-51,1,1
1542020,61A,1,INBOUND-DOWNTOWN,,1,192423502,shp-61A-02,1,1
1229080,15,3,INBOUND-DOWNTOWN,,1,193284508,shp-15-01,1,1
3023020,74,1,INBOUND-EAST LIBERTY,,1,192633902,shp-74-01,1,1
5338020,51,1,OUTBOUND-BRENTWOOD LOOP ,,0,192439502,shp-51-70,1,1
10418020,8,1,INBOUND-DOWNTOWN,,1,193139002,shp-8-08,1,1
2346020,2,1,OUTBOUND-ROSS PARK MALL-NORTH HILLS VILLAGE,,0,193167702,shp-2-51,1,1
10173010,17,4,INBOUND-Downtown,,1,193270201,shp-17-09,1,1
2888070,57,2,OUTBOUND-WATERFRONT,,0,192471707,shp-57-51,1,1
650010,82,4,OUTBOUND-LINCOLN,,0,192696401,shp-82-59,1,1
8281080,61D,3,OUTBOUND-WATERFRONT VIA SQUIRREL HILL,,0,192792308,shp-61D-51,1,1
4568010,61C,4,INBOUND-PITTSBURGH VIA OAKLAND,,1,192501201,shp-61C-01,1,1
5027080,71D,3,INBOUND-OAKLAND,,1,192924708,shp-71D-07,1,1
11326080,82,3,OUTBOUND-LINCOLN,,0,192920008,shp-82-59,1,1
2222020,75,1,INBOUND-SOUTH SIDE WORKS VIA OAKLAND,,1,192650102,shp-75-02,1,1
1704010,G2,4,INBOUND-DOWNTOWN,,1,192745101,shp-G2-04,1,1
10520010,15,4,OUTBOUND-NORTH VIEW HEIGHTS - SUMMER HILL,,0,193263201,shp-15-51,1,1
5114020,71C,1,INBOUND-OAKLAND,,1,192618902,shp-71C-08,1,1
8878010,71D,4,OUTBOUND-WILKINSBURG STATION,,0,192694701,shp-71D-54,1,1
10236020,38,1,OUTBOUND-CHARTIER VALLEY SHOPPING CENTER,,0,192708902,shp-38-52,1,1
286070,61D,2,OUTBOUND-WATERFRONT VIA SQUIRREL HILL,,0,192471607,shp-61D-51,1,1
9560080,61D,3,OUTBOUND-WATERFRONT VIA SQUIRREL HILL,,0,192792308,shp-61D-51,1,1
10383070,81,2,INBOUND-DOWNTOWN VIA HILL DISTRICT,,1,192480707,shp-81-01,1,1
8455070,Y47,2,INBOUND-DOWNTOWN,,1,192468807,shp-Y47-08,1,1
5980020,Y47,1,INBOUND-DOWNTOWN,,1,192450402,shp-Y47-07,1,1
9821020,71B,1,INBOUND-DOWNTOWN,,1,192642202,shp-71B-02,1,1
13737010,86,4,OUTBOUND-WILKINSBURG,,0,192686001,shp-86-56,1,1
4240020,58,1,INBOUND-DOWNTOWN,,1,192631902,shp-58-01,1,1
215010,28X,4,OUTBOUND-PITTSBURGH INTERNATIONAL AIRPORT,,0,192686101,shp-28X-51,1,1
4565080,15,3,OUTBOUND-NORTH VIEW HEIGHTS - SUMMER HILL,,0,193287608,shp-15-51,1,1
8419020,74,1,OUTBOUND-HOMEWOOD,,0,192634102,shp-74-52,1,1
12664070,87,2,INBOUND-DOWNTOWN VIA STRIP DISTRICT,,1,192677807,shp-87-01,1,1
4685020,56,1,OUTBOUND-PENN STATE MCKEESPORT,,0,192415902,shp-56-01,1,1
5858020,56,1,OUTBOUND-PENN STATE MCKEESPORT,,0,192438102,shp-56-01,1,1
2445070,71A,2,INBOUND-OAKLAND,,1,192658107,shp-71A-07,1,1
576020,2,1,OUTBOUND-NORTH HILLS VILLAGE,,0,193158202,shp-2-52,1,1
5927020,71B,1,INBOUND-DOWNTOWN,,1,192631302,shp-71B-02,1,1
13116020,56,1,INBOUND-DOWNTOWN,,1,192437502,shp-56-13,1,1
11979070,27,2,INBOUND-DOWNTOWN,,1,192733207,shp-27-01,1,1
822020,87,1,OUTBOUND-LAWRENCEVILLE SHOPPING CENTER,,0,192624102,shp-87-67,1,1
13569020,G2,1,INBOUND-DOWNTOWN,,1,192726002,shp-G2-04,1,1
5584010,17,4,INBOUND-Downtown,,1,193276801,shp-17-09,1,1
9238070,12,2,OUTBOUND-McCANDLESS PARK-AND-RIDE,,0,193312807,shp-12-51,1,1
11631080,16,3,OUTBOUND-AVALON LOOP,,0,193292408,shp-16-56,1,1
2366010,61B,4,OUTBOUND-BRADDOCK-SWISSVALE,,0,192499601,shp-61B-52,1,1
12580010,59,4,INBOUND-CENTURY III,,1,192485801,shp-59-01,1,1
3013070,71D,2,INBOUND-OAKLAND,,1,192673407,shp-71D-07,1,1
10672010,74,4,INBOUND-EAST LIBERTY,,1,192697201,shp-74-02,1,1
310070,39,2,OUTBOUND-BROOKLINE,,0,192727707,shp-39-55,1,1
54070,82,2,INBOUND-DOWNTOWN,,1,192678207,shp-82-11,1,1
7136080,71C,3,INBOUND-OAKLAND,,1,192909308,shp-71C-08,1,1
1430070,86,2,OUTBOUND-WILKINSBURG,,0,192662607,shp-86-56,1,1
2106070,16,2,OUTBOUND-AVALON LOOP,,0,193312507,shp-16-56,1,1
7621070,71C,2,OUTBOUND-WILKINSBURG STATION,,0,192672307,shp-71C-93,1,1
7026010,27,4,OUTBOUND-CRAFTON-INGRAM SHOPPING CENTER,,0,192749101,shp-27-51,1,1
12317080,86,3,OUTBOUND-WILKINSBURG,,0,192912408,shp-86-56,1,1
9348020,7,1,OUTBOUND-RESERVE-SUMMER HILL,,0,193138102,shp-7-51,1,1
4816020,6,1,INBOUND-DOWNTOWN,,1,193133702,shp-6-06,1,1
11020080,64,3,INBOUND-LAWRENCEVILLE VIA SQ HILL-SHADYSIDE-BLOOMFIELD,,1,192780408,shp-64-01,1,1
12338020,15,1,INBOUND-DOWNTOWN,,1,193159102,shp-15-01,1,1
10053080,75,3,INBOUND-SOUTH SIDE WORKS VIA OAKLAND,,1,192917908,shp-75-02,1,1
10708020,48,1,OUTBOUND-SOUTH HILLS JUNCTION,,0,192722502,shp-48-56,1,1
1330010,54,4,INBOUND-ALLEGHENY CENTER VIA POLISH HILL,,1,193267001,shp-54-01,1,1
12809080,12,3,INBOUND-DOWNTOWN,,1,193288808,shp-12-01,1,1
4773070,51,2,INBOUND-DOWNTOWN,,1,192466007,shp-51-01,1,1
6655020,P1,1,INBOUND-DOWNTOWN,,1,192614502,shp-P1-09,1,1
8559020,P78,1,INBOUND-DOWNTOWN,,1,192625402,shp-P78-09,1,1
10292020,93,1,INBOUND-GLEN HAZEL VIA GREENFIELD,,1,192431902,shp-93-11,1,1
8560020,8,1,OUTBOUND-WEST VIEW,,0,193161202,shp-8-63,1,1
4226010,28X,4,INBOUND-DOWNTOWN,,1,192686501,shp-28X-01,1,1
904020,61D,1,OUTBOUND-WATERFRONT VIA SQUIRREL HILL,,0,192422302,shp-61D-51,1,1
10537010,17,4,OUTBOUND-SHADELAND,,0,193277501,shp-17-10,1,1
2967020,48,1,OUTBOUND-SOUTH HILLS JUNCTION,,0,192716002,shp-48-56,1,1
7701070,81,2,INBOUND-DOWNTOWN VIA HILL DISTRICT,,1,192457007,shp-81-01,1,1
62020,59,1,INBOUND-CENTURY III,,1,192440802,shp-59-01,1,1
216010,P68,4,INBOUND-DOWNTOWN,,1,192681701,shp-P68-18,1,1
662010,61A,4,INBOUND-DOWNTOWN,,1,192497801,shp-61A-01,1,1
10025010,83,4,OUTBOUND-WHARTON SQ VIA OAKLAND,,0,192504501,shp-83-51,1,1
1958070,61D,2,INBOUND-OAKLAND,,1,192470807,shp-61D-01,1,1
2447070,61B,2,OUTBOUND-BRADDOCK HILLS SHOPPING CENTER,,0,192471907,shp-61B-51,1,1
5321010,71A,4,INBOUND-OAKLAND,,1,192682601,shp-71A-07,1,1
12649020,58,1,OUTBOUND-OAKLAND,,0,192640702,shp-58-51,1,1
5423020,44,1,OUTBOUND-NORTH BALDWIN,,0,192724802,shp-44-17,1,1
7930020,13,1,INBOUND-DOWNTOWN,,1,193128902,shp-13-15,1,1
2448010,16,4,OUTBOUND-AVALON LOOP,,0,193272701,shp-16-56,1,1
2776080,54,3,OUTBOUND-BON AIR VIA POLISH HILL,,0,193292608,shp-54-51,1,1
4201080,26,3,INBOUND-DOWNTOWN,,1,192886808,shp-26-01,1,1
11022020,13,1,INBOUND-DOWNTOWN,,1,193164702,shp-13-15,1,1
4082010,71B,4,INBOUND-DOWNTOWN,,1,192686301,shp-71B-02,1,1
4145010,86,4,OUTBOUND-WILKINSBURG,,0,192693701,shp-86-56,1,1
9776070,16,2,INBOUND-DOWNTOWN,,1,193309907,shp-16-13,1,1
5229020,1,1,OUTBOUND-TARENTUM,,0,193153802,shp-1-63,1,1
8723010,31,4,OUTBOUND-BRIDGEVILLE,,0,192748201,shp-31-51,1,1
8206020,86,1,OUTBOUND-WILKINSBURG,,0,192653502,shp-86-56,1,1
1401080,83,3,INBOUND-DOWNTOWN,,1,192781008,shp-83-01,1,1
8752020,61B,1,OUTBOUND-BRADDOCK HILLS SHOPPING CENTER,,0,192425102,shp-61B-51,1,1
2262010,27,4,INBOUND-DOWNTOWN,,1,192751101,shp-27-01,1,1
1652020,86,1,INBOUND-DOWNTOWN,,1,192653902,shp-86-08,1,1
11261020,89,1,OUTBOUND-PENN AND ATLANTIC,,0,192649302,shp-89-51,1,1
6296010,83,4,OUTBOUND-WHARTON SQ VIA OAKLAND,,0,192487801,shp-83-51,1,1
2683010,G2,4,OUTBOUND-CARNEGIE,,0,192750701,shp-G2-53,1,1
1518020,51,1,INBOUND-DOWNTOWN,,1,192432302,shp-51-25,1,1
11064010,31,4,INBOUND-DOWNTOWN,,1,192744701,shp-31-01,1,1
6713080,88,3,INBOUND-DOWNTOWN,,1,192927008,shp-88-09,1,1
12269010,13,4,OUTBOUND-WEST VIEW,,0,193266301,shp-13-70,1,1
10247020,39,1,OUTBOUND-BROOKLINE,,0,192707102,shp-39-55,1,1
7560080,59,3,OUTBOUND-NORTH VERSAILLES,,0,192784908,shp-59-51,1,1
8979070,82,2,OUTBOUND-LINCOLN,,0,192661607,shp-82-59,1,1
1480020,54,1,OUTBOUND-BON AIR VIA POLISH HILL,,0,193169002,shp-54-52,1,1
267070,P68,2,OUTBOUND-FORBES HOSPITAL,,0,192656707,shp-P68-20,1,1
9592070,14,2,OUTBOUND-AMBRIDGE,,0,193310907,shp-14-01,1,1
7414020,64,1,INBOUND-LAWRENCEVILLE VIA SQ HILL-SHADYSIDE-BLOOMFIELD,,1,192417502,shp-64-01,1,1
9804010,71C,4,OUTBOUND-WILKINSBURG STATION,,0,192691501,shp-71C-93,1,1
13355070,6,2,INBOUND-DOWNTOWN,,1,193302307,shp-6-06,1,1
2202020,13,1,OUTBOUND-WEST VIEW,,0,193128502,shp-13-70,1,1
6604020,51,1,OUTBOUND-WEST MIFFLIN,,0,192429702,shp-51-68,1,1
1416080,71B,3,OUTBOUND-HIGHLAND PARK,,0,192909208,shp-71B-51,1,1
5737020,64,1,OUTBOUND-WATERFRONT,,0,192452302,shp-64-51,1,1
8594020,P78,1,OUTBOUND-HARMAR,,0,192624402,shp-P78-57,1,1
7115010,59,4,OUTBOUND-NORTH VERSAILLES,,0,192486101,shp-59-51,1,1
5957020,P1,1,INBOUND-DOWNTOWN,,1,192612502,shp-P1-09,1,1
10526010,17,4,INBOUND-Downtown,,1,193264701,shp-17-09,1,1
7425020,38,1,INBOUND-DOWNTOWN,,1,192723102,shp-38-02,1,1
